id,Route_name,Route_link,Bus_name,Bus_type,departing_time,Duration,Reaching_time,Star_rating
1,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),0 days 10:25:00,07h 30m,0 days 17:55:00,4.7
2,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),0 days 11:20:00,07h 30m,0 days 18:50:00,4.7
3,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,AdYolo Bus,Bharat Benz A/C Sleeper (2+1),0 days 19:40:00,06h 49m,0 days 02:29:00,4.6
4,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),0 days 23:05:00,07h 10m,0 days 06:15:00,4.6
5,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),0 days 22:10:00,07h 30m,0 days 05:40:00,4.6
6,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),0 days 12:50:00,07h 10m,0 days 20:00:00,4.6
7,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,AdIntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),0 days 23:50:00,05h 45m,0 days 05:35:00,4.2
8,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),0 days 04:35:00,06h 35m,0 days 11:10:00,4.6
9,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),0 days 22:30:00,07h 30m,0 days 06:00:00,4.5
10,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),0 days 23:15:00,07h 15m,0 days 06:30:00,4.6
11,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),0 days 23:35:00,07h 30m,0 days 07:05:00,4.6
12,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),0 days 23:30:00,07h 15m,0 days 06:45:00,4.6
13,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),0 days 06:00:00,06h 20m,0 days 12:20:00,4.5
14,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0 days 23:05:00,06h 15m,0 days 05:20:00,4.4
15,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0 days 23:05:00,06h 55m,0 days 06:00:00,4.4
16,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sri KVR Travels,A/C Sleeper (2+1),0 days 23:35:00,05h 40m,0 days 05:15:00,4.5
17,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Svkdt travels,A/C Sleeper (2+1),0 days 23:35:00,06h 15m,0 days 05:50:00,4.4
18,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),0 days 12:10:00,07h 30m,0 days 19:40:00,4.5
19,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),0 days 16:00:00,07h 00m,0 days 23:00:00,4.4
20,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Yolo Bus,A/C Sleeper (2+1),0 days 23:26:00,06h 38m,0 days 06:04:00,4.6
21,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),0 days 23:25:00,06h 40m,0 days 06:05:00,4.4
22,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),0 days 23:59:00,06h 31m,0 days 06:30:00,4.4
23,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),0 days 05:00:00,06h 05m,0 days 11:05:00,4.4
24,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),0 days 22:35:00,06h 40m,0 days 05:15:00,4.4
25,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Zingbus Plus,A/C Seater / Sleeper (2+1),0 days 22:55:00,06h 35m,0 days 05:30:00,4.6
26,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),0 days 23:00:00,07h 00m,0 days 06:00:00,4.3
27,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sri Sanvi Tours and Travels,A/C Sleeper (2+1),0 days 23:12:00,05h 41m,0 days 04:53:00,4.4
28,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),0 days 06:55:00,05h 49m,0 days 12:44:00,4.8
29,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,A/C Seater (2+2),0 days 10:00:00,06h 25m,0 days 16:25:00,4.3
30,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0 days 23:45:00,06h 20m,0 days 06:05:00,4.3
31,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),0 days 23:50:00,06h 40m,0 days 06:30:00,4.3
32,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Yolo Bus,A/C Seater / Sleeper (2+1),0 days 22:46:00,06h 38m,0 days 05:24:00,4.3
33,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0 days 00:15:00,06h 10m,0 days 06:25:00,4.3
34,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),0 days 10:30:00,06h 35m,0 days 17:05:00,4.3
35,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Zingbus Plus,A/C Seater / Sleeper (2+1),0 days 23:30:00,06h 35m,0 days 06:05:00,4.2
36,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),0 days 22:30:00,07h 05m,0 days 05:35:00,4.2
37,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,FRESHBUS,Electric A/C Seater (2+2),0 days 16:10:00,05h 40m,0 days 21:50:00,4.7
38,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),0 days 13:30:00,06h 40m,0 days 20:10:00,4.2
39,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),0 days 22:00:00,07h 10m,0 days 05:10:00,4.2
40,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sri Durga Malleswari Travels,A/C Sleeper (2+1),0 days 23:10:00,06h 15m,0 days 05:25:00,4.3
41,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),0 days 12:00:00,06h 25m,0 days 18:25:00,4.2
42,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),0 days 23:15:00,07h 20m,0 days 06:35:00,4.4
43,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Tirumala Xpress,A/C Sleeper (2+1),0 days 23:00:00,06h 50m,0 days 05:50:00,4.1
44,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),0 days 11:30:00,06h 40m,0 days 18:10:00,4.3
45,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),0 days 15:00:00,06h 40m,0 days 21:40:00,4.1
46,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Svkdt travels,A/C Seater / Sleeper (2+1),0 days 23:35:00,05h 55m,0 days 05:30:00,4.1
47,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sri Durga Malleswari Travels,A/C Sleeper (2+1),0 days 23:10:00,05h 25m,0 days 04:35:00,4.2
48,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),0 days 22:45:00,07h 05m,0 days 05:50:00,4.0
49,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),0 days 21:30:00,06h 50m,0 days 04:20:00,4.3
50,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Svkdt travels,A/C Sleeper (2+1),0 days 23:35:00,06h 15m,0 days 05:50:00,4.0
51,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),0 days 23:13:00,05h 07m,0 days 04:20:00,4.0
52,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),0 days 09:30:00,07h 40m,0 days 17:10:00,4.2
53,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),0 days 23:45:00,06h 40m,0 days 06:25:00,4.6
54,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Zingbus Plus,A/C Sleeper (2+1),0 days 16:10:00,08h 00m,0 days 00:10:00,4.0
55,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,LVR Travels,Non A/C Seater / Sleeper (2+1),0 days 23:37:00,06h 08m,0 days 05:45:00,3.9
56,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),0 days 23:30:00,07h 00m,0 days 06:30:00,4.1
57,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sri Durga Malleswari Travels,A/C Seater / Sleeper (2+1),0 days 21:00:00,07h 40m,0 days 04:40:00,4.0
58,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Go Tour Travels and Holidays,A/C Seater / Sleeper (2+1),0 days 22:48:00,05h 27m,0 days 04:15:00,4.4
59,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,V Kaveri Travels,A/C Seater / Sleeper (2+1),0 days 23:00:00,05h 15m,0 days 04:15:00,3.8
60,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),0 days 23:00:00,06h 30m,0 days 05:30:00,3.7
61,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Orange Tours And Travels,A/C Sleeper (2+1),0 days 22:25:00,06h 20m,0 days 04:45:00,3.7
62,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sri KVR Travels,A/C Sleeper (2+1),0 days 23:01:00,06h 30m,0 days 05:31:00,4.2
63,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,LVP Travels,A/C Seater / Sleeper (2+1),0 days 22:19:00,06h 26m,0 days 04:45:00,3.7
64,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Anjani Bus,A/C Seater / Sleeper (2+1),0 days 21:15:00,07h 15m,0 days 04:30:00,3.6
65,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sai RK Travels,Non A/C Seater / Sleeper (2+1),0 days 23:00:00,05h 35m,0 days 04:35:00,4.2
66,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),0 days 22:55:00,06h 50m,0 days 05:45:00,3.5
67,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,BSR Tours And Travels,VE A/C Sleeper (2+1),0 days 22:00:00,06h 10m,0 days 04:10:00,4.2
68,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NueGo,Electric A/C Seater (2+2),0 days 22:00:00,07h 20m,0 days 05:20:00,4.2
69,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Morning Star Travels,A/C Sleeper (2+1),0 days 23:05:00,06h 15m,0 days 05:20:00,3.7
70,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sri Venkata Padmavathi Travels,Non A/C Seater / Sleeper (2+1),0 days 21:45:00,08h 15m,0 days 06:00:00,3.7
71,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0 days 19:05:00,07h 55m,0 days 03:00:00,4.8
72,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,AC Sleeper (2+1),0 days 20:30:00,07h 00m,0 days 03:30:00,5.0
73,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Tirumala Travels,A/C Sleeper (2+1),0 days 22:08:00,06h 22m,0 days 04:30:00,4.5
74,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Holidays Tours and Travels,A/C Seater / Sleeper (2+1),0 days 22:30:00,05h 54m,0 days 04:24:00,4.9
75,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),0 days 21:30:00,06h 00m,0 days 03:30:00,3.9
76,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),0 days 22:15:00,06h 10m,0 days 04:25:00,3.7
77,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Morning Star Travels,A/C Sleeper (2+1),0 days 23:20:00,06h 05m,0 days 05:25:00,3.8
78,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Mythri Tours And Travels,A/C Sleeper (2+1),0 days 19:15:00,07h 13m,0 days 02:28:00,4.5
79,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Nani Svkdt Travels,A/C Sleeper (2+1),0 days 23:20:00,05h 05m,0 days 04:25:00,3.6
80,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,V Kaveri Travels,A/C Seater / Sleeper (2+1),0 days 23:00:00,06h 10m,0 days 05:10:00,4.0
81,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),0 days 23:00:00,06h 45m,0 days 05:45:00,3.0
82,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),0 days 22:55:00,06h 50m,0 days 05:45:00,3.1
83,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),0 days 18:45:00,07h 25m,0 days 02:10:00,4.7
84,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),0 days 15:20:00,05h 49m,0 days 21:09:00,3.9
85,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Nani Svkdt Travels,A/C Sleeper (2+1),0 days 23:20:00,05h 10m,0 days 04:30:00,4.1
86,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0 days 20:40:00,07h 55m,0 days 04:35:00,4.5
87,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),0 days 22:55:00,06h 20m,0 days 05:15:00,3.2
88,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sai RK Travels,Non A/C Seater / Sleeper (2+1),0 days 22:55:00,05h 15m,0 days 04:10:00,4.1
89,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Zingbus Plus,A/C Sleeper (2+1),0 days 17:30:00,07h 15m,0 days 00:45:00,4.6
90,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Orange Tours And Travels,NON A/C Sleeper (2+1),0 days 22:55:00,06h 50m,0 days 05:45:00,3.2
91,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Royal Varma Travels,A/C Sleeper (2+1),0 days 22:37:00,06h 08m,0 days 04:45:00,3.9
92,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Prasanna Travels,A/C Seater / Sleeper (2+1),0 days 23:55:00,06h 20m,0 days 06:15:00,3.1
93,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Eswar Travels,A/C Seater / Sleeper (2+1),0 days 22:25:00,06h 05m,0 days 04:30:00,3.6
94,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),0 days 23:20:00,05h 49m,0 days 05:09:00,4.0
95,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),0 days 22:18:00,06h 17m,0 days 04:35:00,3.8
96,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Go Tour Travels and Holidays,A/C Sleeper (2+1),0 days 22:48:00,05h 27m,0 days 04:15:00,4.2
97,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),0 days 22:10:00,06h 20m,0 days 04:30:00,3.9
98,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,LVR Travels,Non A/C Seater / Sleeper (2+1),0 days 22:13:00,06h 42m,0 days 04:55:00,4.5
99,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,LG BUS,A/C Sleeper (2+1),0 days 21:15:00,06h 50m,0 days 04:05:00,4.5
100,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,LG BUS,A/C Seater / Sleeper (2+1),0 days 21:15:00,06h 55m,0 days 04:10:00,3.4
101,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,KTR TRAVELS,Non A/C Seater / Sleeper (2+1),0 days 17:00:00,05h 45m,0 days 22:45:00,4.6
102,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,SUNRISE TOUR AND TRAVELS,Non A/C Seater / Sleeper (2+1),0 days 21:00:00,07h 00m,0 days 04:00:00,3.8
103,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,NAVADISHA TRAVELS,A/C Seater / Sleeper (2+1),0 days 22:00:00,06h 10m,0 days 04:10:00,3.1
104,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Kakathiya Travels,NON A/C Sleeper (2+1),0 days 22:30:00,06h 00m,0 days 04:30:00,3.5
105,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Kakathiya Travels,NON AC Seater / Sleeper 2+1,0 days 22:30:00,06h 00m,0 days 04:30:00,3.4
106,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,VLR Tours and Travels,Volvo Multi-Axle A/C Sleeper (2+1),0 days 22:00:00,02h 30m,0 days 00:30:00,4.7
107,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,VLR Tours and Travels,Volvo Multi-Axle A/C Sleeper (2+1),0 days 22:00:00,02h 30m,0 days 00:30:00,4.5
108,Hyderabad to Vijayawada,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,VLR Tours and Travels,Volvo Multi-Axle A/C Sleeper (2+1),0 days 22:00:00,02h 30m,0 days 00:30:00,4.5
