id,Route_name,Route_link,Bus_name,Bus_type,departing_time,Duration,Reaching_time,Star_rating
425,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,BSRM Travels,A/C Seater / Sleeper (2+1),0 days 21:00:00,07h 00m,0 days 04:00:00,3.0
426,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,Manis Travels,Volvo Multi-Axle A/C Semi Sleeper (2+2),0 days 21:00:00,07h 30m,0 days 04:30:00,3.7
427,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,CHOPPA TRAVELS,NON A/C Sleeper (2+1),0 days 21:00:00,06h 30m,0 days 03:30:00,3.5
428,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,Sri Vengamamba Bus Transport (SVBT),A/C Seater/Sleeper (2+1),0 days 21:00:00,06h 00m,0 days 03:00:00,4.6
429,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,Rajeswari Travels,A/C Sleeper (2+1),0 days 21:15:00,06h 50m,0 days 04:05:00,4.3
430,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),0 days 21:15:00,05h 45m,0 days 03:00:00,3.2
431,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,GreenLine Travels And Holidays,A/C Sleeper (2+1),0 days 21:15:00,07h 00m,0 days 04:15:00,3.8
432,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,KMBT Travels,A/C Seater / Sleeper (2+1),0 days 21:30:00,05h 30m,0 days 03:00:00,3.7
433,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,RK Travels,A/C Seater / Sleeper (2+1),0 days 21:30:00,06h 50m,0 days 04:20:00,3.3
434,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,Kaveri Travels,VE A/C Sleeper (2+1),0 days 21:30:00,04h 30m,0 days 02:00:00,4.7
435,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,HYBUS,Bharat Benz A/C Sleeper (2+1),0 days 21:30:00,05h 45m,0 days 03:15:00,3.1
436,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,Zingbus Plus,Scania AC Multi Axle Sleeper (2+1),0 days 21:40:00,04h 35m,0 days 02:15:00,3.6
437,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,ASHITHA TRAVELS,A/C Sleeper (2+1),0 days 21:40:00,06h 05m,0 days 03:45:00,5.0
438,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,Sri Vengamamba Bus Transport (SVBT),A/C Seater/Sleeper (2+1),0 days 21:40:00,06h 20m,0 days 04:00:00,3.5
439,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,NueGo,Electric A/C Seater (2+2),0 days 22:00:00,05h 30m,0 days 03:30:00,3.7
440,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,Go Tour Travels and Holidays,A/C Sleeper (2+1),0 days 22:00:00,05h 00m,0 days 03:00:00,4.3
441,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,GreenLine Travels And Holidays,Non A/C Seater / Sleeper (2+1),0 days 22:00:00,06h 00m,0 days 04:00:00,3.7
442,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,Vihari Travels ,A/C Seater / Sleeper (2+1),0 days 22:00:00,05h 00m,0 days 03:00:00,3.9
443,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0 days 22:00:00,04h 15m,0 days 02:15:00,3.3
444,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,Siri SmartBus,VE A/C Sleeper (2+1),0 days 22:00:00,05h 30m,0 days 03:30:00,3.9
445,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,SRI RATAN TATA EXPRESS,A/C Sleeper (2+1),0 days 22:00:00,05h 00m,0 days 03:00:00,3.6
446,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,Sri Vengamamba Bus Transport (SVBT),Non A/C Seater / Sleeper (2+1),0 days 22:15:00,06h 00m,0 days 04:15:00,3.1
447,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,GKT TRAVELS,A/C Seater/Sleeper (2+1),0 days 22:15:00,05h 55m,0 days 04:10:00,3.9
448,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,RDS Travels,Scania Multi-Axle AC Semi Sleeper (2+2),0 days 22:15:00,05h 45m,0 days 04:00:00,4.3
449,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),0 days 22:25:00,04h 21m,0 days 02:46:00,3.4
450,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,GreenLine Travels And Holidays,VE A/C Sleeper (2+1),0 days 22:30:00,05h 30m,0 days 04:00:00,3.8
451,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,FRESHBUS,Electric A/C Seater (2+2),0 days 22:30:00,05h 15m,0 days 03:45:00,3.3
452,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,HYBUS,Bharat Benz A/C Sleeper (2+1),0 days 22:30:00,05h 30m,0 days 04:00:00,4.9
453,Bangalore to Tirupati,https://www.redbus.in/bus-tickets/bangalore-to-tirupati,Dream Line Travels Pvt Ltd,A/C Sleeper (2+1),0 days 22:30:00,04h 00m,0 days 02:30:00,3.1
454,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,IRA Travels,Bharat Benz A/C Sleeper (2+1),0 days 01:00:00,05h 30m,0 days 06:30:00,3.7
455,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,ASHITHA TRAVELS,A/C Sleeper (2+1),0 days 01:10:00,03h 55m,0 days 05:05:00,4.6
456,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,National travels,VE A/C Sleeper (2+1),0 days 01:30:00,06h 00m,0 days 07:30:00,3.1
457,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,AdHYBUS,Bharat Benz A/C Sleeper (2+1),0 days 23:45:00,05h 30m,0 days 05:15:00,4.2
458,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Intercity travels,Bharat Benz A/C Sleeper (2+1),0 days 01:30:00,04h 30m,0 days 06:00:00,4.3
459,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,LUCKY TRAVELS,A/C Sleeper (2+1),0 days 01:40:00,03h 50m,0 days 05:30:00,4.9
460,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Shyamoli Paribahan Pvt Ltd,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),0 days 01:50:00,04h 10m,0 days 06:00:00,4.3
461,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,AdRapid Travels,NON A/C Sleeper (2+1),0 days 23:50:00,06h 10m,0 days 06:00:00,4.3
462,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,KMBT Travels,A/C Seater / Sleeper (2+1),0 days 02:00:00,04h 00m,0 days 06:00:00,5.0
463,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Chalasani Travels (Kaleswari),A/C Sleeper (2+1),0 days 02:00:00,04h 00m,0 days 06:00:00,3.7
464,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,SRKT Travels,A/C Seater / Sleeper (2+1),0 days 02:00:00,04h 20m,0 days 06:20:00,4.6
465,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Rajesh Transports,NON A/C Sleeper (2+1),0 days 02:00:00,04h 30m,0 days 06:30:00,4.7
466,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0 days 02:00:00,04h 10m,0 days 06:10:00,4.4
467,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Shyamoli Paribahan Pvt Ltd,Volvo 9600 A/C Seater/Sleeper (2+1),0 days 02:00:00,05h 00m,0 days 07:00:00,4.1
468,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,AKHILA TRAVELS,A/C Semi Sleeper / Sleeper (2+1),0 days 02:15:00,04h 35m,0 days 06:50:00,4.8
469,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Intercity travels,Bharat Benz A/C Sleeper (2+1),0 days 02:15:00,04h 15m,0 days 06:30:00,3.2
470,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Rajesh Transports,A/C Volvo B11R Multi-Axle Sleeper (2+1),0 days 02:30:00,04h 15m,0 days 06:45:00,4.7
471,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,SRKT Travels,A/C Seater / Sleeper (2+1),0 days 02:30:00,03h 30m,0 days 06:00:00,4.5
472,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Sai Balaji Travels,A/C Seater / Sleeper (2+1),0 days 02:30:00,04h 00m,0 days 06:30:00,3.2
473,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Zingbus Plus,A/C Seater / Sleeper (2+1),0 days 02:55:00,05h 00m,0 days 07:55:00,4.7
474,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Prasanna Travels,A/C Sleeper (2+1),0 days 03:00:00,04h 30m,0 days 07:30:00,4.7
475,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),0 days 03:00:00,03h 00m,0 days 06:00:00,4.6
476,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Intercity travels,Bharat Benz A/C Sleeper (2+1),0 days 03:00:00,04h 20m,0 days 07:20:00,4.0
477,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Navayuga Travels,A/C Sleeper (2+1),0 days 03:10:00,05h 20m,0 days 08:30:00,4.8
478,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,VKV Travels,A/C Sleeper (2+1),0 days 03:15:00,04h 10m,0 days 07:25:00,4.5
479,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),0 days 03:20:00,04h 10m,0 days 07:30:00,4.1
480,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0 days 03:20:00,04h 15m,0 days 07:35:00,4.1
481,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,IntrCity SmartBus,AC Sleeper (2+1),0 days 03:30:00,03h 50m,0 days 07:20:00,4.7
482,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Zingbus Plus,Scania AC Multi Axle Sleeper (2+1),0 days 03:40:00,04h 15m,0 days 07:55:00,4.1
483,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Shyamoli Paribahan Pvt Ltd,A/C Sleeper (2+1),0 days 03:58:00,04h 22m,0 days 08:20:00,4.9
484,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),0 days 04:00:00,03h 50m,0 days 07:50:00,4.4
485,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Rajesh Transports,A/C Sleeper (2+1),0 days 04:00:00,03h 35m,0 days 07:35:00,4.6
486,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Rajesh Transports,A/C Seater / Sleeper (2+1),0 days 04:00:00,03h 50m,0 days 07:50:00,4.7
487,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,IntrCity SmartBus,A/C Seater / Sleeper (2+1),0 days 04:00:00,04h 30m,0 days 08:30:00,4.4
488,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Rajesh Transports,A/C Seater / Sleeper (2+1),0 days 04:00:00,03h 50m,0 days 07:50:00,4.7
489,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Rajesh Transports,Volvo 9600 Multi-Axle A/C Sleeper (2+1),0 days 04:00:00,04h 30m,0 days 08:30:00,4.1
490,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,NueGo,Electric A/C Seater (2+2),0 days 05:00:00,06h 40m,0 days 11:40:00,3.9
491,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,FRESHBUS,Electric A/C Seater (2+2),0 days 05:30:00,06h 50m,0 days 12:20:00,4.0
492,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Sri Keerthana Sai Travels,A/C Seater / Sleeper (2+1),0 days 05:30:00,03h 15m,0 days 08:45:00,4.3
493,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Rajesh Transports,NON A/C Sleeper (2+1),0 days 05:45:00,04h 45m,0 days 10:30:00,4.7
494,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Jagan Travels,A/C Sleeper (2+1),0 days 06:00:00,04h 30m,0 days 10:30:00,4.5
495,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Sri Keerthana Sai Travels,A/C Sleeper (2+1),0 days 06:25:00,04h 35m,0 days 11:00:00,3.5
496,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Cherry Collars,Bharat Benz A/C Sleeper (2+1),0 days 06:30:00,03h 30m,0 days 10:00:00,3.2
497,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,FRESHBUS,Electric A/C Seater (2+2),0 days 06:30:00,05h 40m,0 days 12:10:00,4.7
498,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),0 days 06:45:00,05h 58m,0 days 12:43:00,3.2
499,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,NueGo,Electric A/C Seater (2+2),0 days 07:00:00,06h 40m,0 days 13:40:00,4.2
500,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,FRESHBUS,Electric A/C Seater (2+2),0 days 08:00:00,05h 40m,0 days 13:40:00,3.4
501,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),0 days 08:01:00,05h 58m,0 days 13:59:00,4.7
502,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,NueGo,Electric A/C Seater (2+2),0 days 09:00:00,06h 10m,0 days 15:10:00,4.8
503,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,NueGo,A/C Seater (2+2),0 days 11:00:00,06h 45m,0 days 17:45:00,4.0
504,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,FRESHBUS,Electric A/C Seater (2+2),0 days 12:00:00,07h 15m,0 days 19:15:00,3.8
505,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,NueGo,Electric A/C Seater (2+2),0 days 12:00:00,07h 20m,0 days 19:20:00,4.1
506,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,HYBUS,Bharat Benz A/C Sleeper (2+1),0 days 12:00:00,05h 40m,0 days 17:40:00,4.8
507,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),0 days 13:15:00,05h 58m,0 days 19:13:00,3.2
508,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,FRESHBUS,Electric A/C Seater (2+2),0 days 14:00:00,05h 40m,0 days 19:40:00,4.4
509,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,HYBUS,Bharat Benz A/C Sleeper (2+1),0 days 14:00:00,05h 40m,0 days 19:40:00,3.8
510,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,HYBUS,Bharat Benz A/C Sleeper (2+1),0 days 15:00:00,05h 30m,0 days 20:30:00,3.0
511,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,FRESHBUS,Electric A/C Seater (2+2),0 days 16:00:00,07h 10m,0 days 23:10:00,4.7
512,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Bharathi Travels,A/C Sleeper (2+1),0 days 17:30:00,05h 15m,0 days 22:45:00,3.2
513,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,NueGo,A/C Seater (2+2),0 days 18:00:00,29h 45m,0 days 23:45:00,4.6
514,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,NueGo,Electric A/C Seater (2+2),0 days 19:30:00,06h 45m,0 days 02:15:00,3.4
515,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,NueGo,Electric A/C Seater (2+2),0 days 22:00:00,06h 45m,0 days 04:45:00,4.0
516,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,FRESHBUS,Electric A/C Seater (2+2),0 days 22:00:00,05h 40m,0 days 03:40:00,3.9
517,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Yolo Bus,Bharat Benz A/C Seater /Sleeper (2+1),0 days 22:00:00,05h 58m,0 days 03:58:00,4.0
518,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,GreenLine Travels And Holidays,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),0 days 22:45:00,06h 00m,0 days 04:45:00,4.0
519,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),0 days 22:50:00,07h 10m,0 days 06:00:00,3.3
520,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,FRESHBUS,Electric A/C Seater (2+2),0 days 22:50:00,06h 25m,0 days 05:15:00,4.6
521,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),0 days 23:00:00,06h 15m,0 days 05:15:00,3.5
522,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,MRS TRAVELS,A/C Sleeper (2+1),0 days 23:00:00,06h 00m,0 days 05:00:00,3.3
523,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,GreenLine Travels And Holidays,NON A/C Sleeper (2+1),0 days 23:00:00,05h 30m,0 days 04:30:00,4.4
524,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,BSRM Travels,Non A/C Seater / Sleeper (2+1),0 days 23:00:00,06h 25m,0 days 05:25:00,3.7
525,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,RCV Travels,A/C Seater / Sleeper (2+1),0 days 23:00:00,05h 00m,0 days 04:00:00,3.3
526,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,NueGo,A/C Seater (2+2),0 days 23:00:00,06h 45m,0 days 05:45:00,3.7
527,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,RK Travels,Non A/C Seater / Sleeper (2+1),0 days 23:10:00,06h 30m,0 days 05:40:00,2.9
528,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,GreenLine Travels And Holidays,A/C Sleeper (2+1),0 days 23:15:00,05h 45m,0 days 05:00:00,1.8
529,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,BSRM Travels,A/C Seater / Sleeper (2+1),0 days 23:25:00,06h 15m,0 days 05:40:00,2.5
530,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,RK Travels,A/C Seater / Sleeper (2+1),0 days 23:30:00,05h 50m,0 days 05:20:00,2.0
531,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,CHOPPA TRAVELS,NON A/C Sleeper (2+1),0 days 23:30:00,05h 30m,0 days 05:00:00,3.4
532,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,RK Travels,A/C Seater / Sleeper (2+1),0 days 23:30:00,06h 10m,0 days 05:40:00,4.6
533,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Sai Sindhu Travels,NON A/C Sleeper (2+1),0 days 23:30:00,05h 30m,0 days 05:00:00,3.1
534,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,CHOPPA TRAVELS,Non A/C Seater / Sleeper (2+1),0 days 23:30:00,05h 45m,0 days 05:15:00,3.5
535,Tirupati to Bangalore,https://www.redbus.in/bus-tickets/tirupati-to-bangalore,Rajeswari Travels,A/C Sleeper (2+1),0 days 23:44:00,06h 01m,0 days 05:45:00,3.2
